Record_ID,Parking_Lot_ID,Parking_Lot_Name,Date,Time,Day_of_Week,Is_Weekend,Weather,Temperature_C,Holiday,Capacity,Occupied_Spaces,Available_Spaces,Occupancy_Rate,Parking_Status
58892,P002,City Center,2025-09-21,20:00,Sunday,Yes,Sunny,25,No,180,131,49,0.73,Available
58893,P006,Hospital,2025-09-21,21:00,Sunday,Yes,Cloudy,35,No,400,123,277,0.31,Available
58894,P006,Hospital,2025-09-21,22:00,Sunday,Yes,Sunny,26,No,250,68,182,0.27,Available
58895,P002,City Center,2025-09-21,23:00,Sunday,Yes,Rainy,30,No,300,113,187,0.38,Available
58896,P003,Railway Station,2025-09-22,00:00,Monday,No,Sunny,20,No,120,59,61,0.49,Available
58897,P003,Railway Station,2025-09-22,01:00,Monday,No,Sunny,21,No,400,187,213,0.47,Available
58898,P001,Central Mall,2025-09-22,02:00,Monday,No,Foggy,32,No,150,74,76,0.49,Available
58899,P002,City Center,2025-09-22,03:00,Monday,No,Foggy,24,No,150,81,69,0.54,Available
58900,P008,Bus Station,2025-09-22,04:00,Monday,No,Sunny,31,No,120,66,54,0.55,Available
58901,P006,Hospital,2025-09-22,05:00,Monday,No,Foggy,37,No,180,84,96,0.47,Available
58902,P006,Hospital,2025-09-22,06:00,Monday,No,Cloudy,19,No,400,168,232,0.42,Available
58903,P007,University,2025-09-22,07:00,Monday,No,Foggy,18,No,150,78,72,0.52,Available
58904,P007,University,2025-09-22,08:00,Monday,No,Sunny,21,No,200,144,56,0.72,Available
58905,P008,Bus Station,2025-09-22,09:00,Monday,No,Sunny,23,No,350,267,83,0.76,Available
58906,P006,Hospital,2025-09-22,10:00,Monday,No,Rainy,23,Yes,350,288,62,0.82,Available
58907,P004,Airport,2025-09-22,11:00,Monday,No,Rainy,36,No,120,62,58,0.52,Available
58908,P001,Central Mall,2025-09-22,12:00,Monday,No,Cloudy,33,No,250,106,144,0.42,Available
58909,P008,Bus Station,2025-09-22,13:00,Monday,No,Foggy,27,No,250,102,148,0.41,Available
58910,P008,Bus Station,2025-09-22,14:00,Monday,No,Sunny,26,No,100,61,39,0.61,Available
58911,P006,Hospital,2025-09-22,15:00,Monday,No,Sunny,23,No,400,187,213,0.47,Available
58912,P006,Hospital,2025-09-22,16:00,Monday,No,Cloudy,37,No,100,38,62,0.38,Available
58913,P007,University,2025-09-22,17:00,Monday,No,Sunny,38,No,180,152,28,0.84,Available
58914,P007,University,2025-09-22,18:00,Monday,No,Foggy,23,No,150,101,49,0.67,Available
58915,P008,Bus Station,2025-09-22,19:00,Monday,No,Cloudy,18,No,120,89,31,0.74,Available
58916,P001,Central Mall,2025-09-22,20:00,Monday,No,Cloudy,25,No,250,214,36,0.86,Available
58917,P005,Tech Park,2025-09-22,21:00,Monday,No,Sunny,29,No,400,162,238,0.41,Available
58918,P008,Bus Station,2025-09-22,22:00,Monday,No,Foggy,18,No,150,74,76,0.49,Available
58919,P004,Airport,2025-09-22,23:00,Monday,No,Cloudy,18,No,250,119,131,0.48,Available
58920,P003,Railway Station,2025-09-23,00:00,Tuesday,No,Sunny,21,No,200,103,97,0.52,Available
58921,P002,City Center,2025-09-23,01:00,Tuesday,No,Foggy,20,No,150,53,97,0.35,Available
58922,P006,Hospital,2025-09-23,02:00,Tuesday,No,Cloudy,32,No,120,38,82,0.32,Available
58923,P006,Hospital,2025-09-23,03:00,Tuesday,No,Sunny,37,No,200,80,120,0.4,Available
58924,P004,Airport,2025-09-23,04:00,Tuesday,No,Cloudy,40,Yes,100,62,38,0.62,Available
58925,P006,Hospital,2025-09-23,05:00,Tuesday,No,Rainy,34,No,120,72,48,0.6,Available
58926,P008,Bus Station,2025-09-23,06:00,Tuesday,No,Foggy,33,No,100,42,58,0.42,Available
58927,P003,Railway Station,2025-09-23,07:00,Tuesday,No,Sunny,19,No,180,97,83,0.54,Available
58928,P005,Tech Park,2025-09-23,08:00,Tuesday,No,Rainy,34,No,120,78,42,0.65,Available
58929,P006,Hospital,2025-09-23,09:00,Tuesday,No,Rainy,40,No,120,112,8,0.93,Full
58930,P005,Tech Park,2025-09-23,10:00,Tuesday,No,Rainy,40,No,200,169,31,0.84,Available
58931,P003,Railway Station,2025-09-23,11:00,Tuesday,No,Sunny,36,No,200,74,126,0.37,Available
58932,P008,Bus Station,2025-09-23,12:00,Tuesday,No,Foggy,37,No,200,79,121,0.4,Available
58933,P006,Hospital,2025-09-23,13:00,Tuesday,No,Cloudy,34,No,180,83,97,0.46,Available
58934,P004,Airport,2025-09-23,14:00,Tuesday,No,Sunny,39,No,400,161,239,0.4,Available
58935,P004,Airport,2025-09-23,15:00,Tuesday,No,Sunny,32,No,400,178,222,0.45,Available
58936,P005,Tech Park,2025-09-23,16:00,Tuesday,No,Rainy,22,No,120,41,79,0.34,Available
58937,P007,University,2025-09-23,17:00,Tuesday,No,Rainy,30,No,250,198,52,0.79,Available
58938,P004,Airport,2025-09-23,18:00,Tuesday,No,Foggy,32,No,300,220,80,0.73,Available
58939,P003,Railway Station,2025-09-23,19:00,Tuesday,No,Foggy,34,No,100,91,9,0.91,Full
58940,P001,Central Mall,2025-09-23,20:00,Tuesday,No,Foggy,27,No,250,204,46,0.82,Available
58941,P007,University,2025-09-23,21:00,Tuesday,No,Cloudy,21,No,250,113,137,0.45,Available
58942,P001,Central Mall,2025-09-23,22:00,Tuesday,No,Foggy,35,No,350,172,178,0.49,Available
58943,P005,Tech Park,2025-09-23,23:00,Tuesday,No,Cloudy,40,No,250,132,118,0.53,Available
58944,P006,Hospital,2025-09-24,00:00,Wednesday,No,Foggy,39,No,200,73,127,0.36,Available
58945,P003,Railway Station,2025-09-24,01:00,Wednesday,No,Foggy,32,No,350,140,210,0.4,Available
58946,P002,City Center,2025-09-24,02:00,Wednesday,No,Foggy,26,No,250,114,136,0.46,Available
58947,P006,Hospital,2025-09-24,03:00,Wednesday,No,Foggy,25,No,350,164,186,0.47,Available
58948,P004,Airport,2025-09-24,04:00,Wednesday,No,Sunny,33,No,300,137,163,0.46,Available
58949,P008,Bus Station,2025-09-24,05:00,Wednesday,No,Rainy,31,No,120,49,71,0.41,Available
58950,P008,Bus Station,2025-09-24,06:00,Wednesday,No,Rainy,23,No,250,108,142,0.43,Available
58951,P003,Railway Station,2025-09-24,07:00,Wednesday,No,Foggy,35,No,180,75,105,0.42,Available
58952,P005,Tech Park,2025-09-24,08:00,Wednesday,No,Cloudy,24,No,400,316,84,0.79,Available
58953,P002,City Center,2025-09-24,09:00,Wednesday,No,Rainy,35,No,400,314,86,0.79,Available
58954,P004,Airport,2025-09-24,10:00,Wednesday,No,Cloudy,20,No,200,150,50,0.75,Available
58955,P006,Hospital,2025-09-24,11:00,Wednesday,No,Cloudy,37,No,350,173,177,0.49,Available
58956,P004,Airport,2025-09-24,12:00,Wednesday,No,Rainy,23,No,180,63,117,0.35,Available
58957,P001,Central Mall,2025-09-24,13:00,Wednesday,No,Foggy,38,No,250,94,156,0.38,Available
58958,P002,City Center,2025-09-24,14:00,Wednesday,No,Sunny,38,No,120,45,75,0.38,Available
58959,P004,Airport,2025-09-24,15:00,Wednesday,No,Cloudy,26,No,150,60,90,0.4,Available
58960,P005,Tech Park,2025-09-24,16:00,Wednesday,No,Cloudy,24,No,120,61,59,0.51,Available
58961,P001,Central Mall,2025-09-24,17:00,Wednesday,No,Cloudy,26,No,180,135,45,0.75,Available
58962,P008,Bus Station,2025-09-24,18:00,Wednesday,No,Cloudy,26,No,250,193,57,0.77,Available
58963,P007,University,2025-09-24,19:00,Wednesday,No,Cloudy,28,No,350,261,89,0.75,Available
58964,P007,University,2025-09-24,20:00,Wednesday,No,Cloudy,34,No,300,238,62,0.79,Available
58965,P004,Airport,2025-09-24,21:00,Wednesday,No,Rainy,34,Yes,250,113,137,0.45,Available
58966,P007,University,2025-09-24,22:00,Wednesday,No,Rainy,24,No,120,50,70,0.42,Available
58967,P008,Bus Station,2025-09-24,23:00,Wednesday,No,Rainy,34,Yes,180,97,83,0.54,Available
58968,P003,Railway Station,2025-09-25,00:00,Thursday,No,Sunny,28,Yes,180,70,110,0.39,Available
58969,P003,Railway Station,2025-09-25,01:00,Thursday,No,Foggy,34,No,180,93,87,0.52,Available
58970,P004,Airport,2025-09-25,02:00,Thursday,No,Foggy,23,No,180,74,106,0.41,Available
58971,P001,Central Mall,2025-09-25,03:00,Thursday,No,Rainy,38,No,180,70,110,0.39,Available
58972,P008,Bus Station,2025-09-25,04:00,Thursday,No,Sunny,37,No,120,64,56,0.53,Available
58973,P008,Bus Station,2025-09-25,05:00,Thursday,No,Sunny,21,No,100,54,46,0.54,Available
58974,P004,Airport,2025-09-25,06:00,Thursday,No,Rainy,20,No,300,144,156,0.48,Available
58975,P004,Airport,2025-09-25,07:00,Thursday,No,Rainy,38,No,300,153,147,0.51,Available
58976,P005,Tech Park,2025-09-25,08:00,Thursday,No,Rainy,31,No,250,198,52,0.79,Available
58977,P005,Tech Park,2025-09-25,09:00,Thursday,No,Cloudy,33,No,250,187,63,0.75,Available
58978,P008,Bus Station,2025-09-25,10:00,Thursday,No,Cloudy,37,No,400,301,99,0.75,Available
58979,P007,University,2025-09-25,11:00,Thursday,No,Cloudy,32,Yes,150,83,67,0.55,Available
58980,P001,Central Mall,2025-09-25,12:00,Thursday,No,Cloudy,21,No,300,123,177,0.41,Available
58981,P002,City Center,2025-09-25,13:00,Thursday,No,Foggy,21,Yes,300,140,160,0.47,Available
58982,P007,University,2025-09-25,14:00,Thursday,No,Foggy,19,No,150,71,79,0.47,Available
58983,P006,Hospital,2025-09-25,15:00,Thursday,No,Cloudy,38,No,150,61,89,0.41,Available
58984,P004,Airport,2025-09-25,16:00,Thursday,No,Cloudy,31,No,200,106,94,0.53,Available
58985,P001,Central Mall,2025-09-25,17:00,Thursday,No,Foggy,25,No,250,206,44,0.82,Available
58986,P002,City Center,2025-09-25,18:00,Thursday,No,Rainy,28,No,250,186,64,0.74,Available
58987,P005,Tech Park,2025-09-25,19:00,Thursday,No,Sunny,30,No,150,106,44,0.71,Available
58988,P004,Airport,2025-09-25,20:00,Thursday,No,Foggy,36,No,250,212,38,0.85,Available
58989,P004,Airport,2025-09-25,21:00,Thursday,No,Rainy,28,No,300,122,178,0.41,Available
58990,P002,City Center,2025-09-25,22:00,Thursday,No,Rainy,25,No,200,74,126,0.37,Available
58991,P008,Bus Station,2025-09-25,23:00,Thursday,No,Sunny,21,No,350,176,174,0.5,Available
58992,P005,Tech Park,2025-09-26,00:00,Friday,No,Rainy,38,No,120,74,46,0.62,Available
58993,P003,Railway Station,2025-09-26,01:00,Friday,No,Sunny,28,No,250,114,136,0.46,Available
58994,P008,Bus Station,2025-09-26,02:00,Friday,No,Foggy,37,No,200,87,113,0.43,Available
58995,P002,City Center,2025-09-26,03:00,Friday,No,Sunny,25,No,200,84,116,0.42,Available
58996,P005,Tech Park,2025-09-26,04:00,Friday,No,Rainy,28,No,150,60,90,0.4,Available
58997,P006,Hospital,2025-09-26,05:00,Friday,No,Cloudy,38,No,200,91,109,0.46,Available
58998,P007,University,2025-09-26,06:00,Friday,No,Sunny,31,No,120,66,54,0.55,Available
58999,P001,Central Mall,2025-09-26,07:00,Friday,No,Cloudy,26,No,120,55,65,0.46,Available
59000,P008,Bus Station,2025-09-26,08:00,Friday,No,Rainy,38,No,400,304,96,0.76,Available
59001,P002,City Center,2025-09-26,09:00,Friday,No,Rainy,36,Yes,100,98,2,0.98,Full
59002,P003,Railway Station,2025-09-26,10:00,Friday,No,Rainy,39,No,400,318,82,0.8,Available
59003,P001,Central Mall,2025-09-26,11:00,Friday,No,Rainy,26,No,300,134,166,0.45,Available
59004,P008,Bus Station,2025-09-26,12:00,Friday,No,Sunny,32,No,250,131,119,0.52,Available
59005,P003,Railway Station,2025-09-26,13:00,Friday,No,Foggy,21,No,350,141,209,0.4,Available
59006,P008,Bus Station,2025-09-26,14:00,Friday,No,Rainy,25,No,350,137,213,0.39,Available
59007,P002,City Center,2025-09-26,15:00,Friday,No,Sunny,34,No,200,105,95,0.53,Available
59008,P005,Tech Park,2025-09-26,16:00,Friday,No,Sunny,19,No,100,54,46,0.54,Available
59009,P003,Railway Station,2025-09-26,17:00,Friday,No,Rainy,24,No,350,282,68,0.81,Available
59010,P004,Airport,2025-09-26,18:00,Friday,No,Foggy,19,No,120,98,22,0.82,Available
59011,P003,Railway Station,2025-09-26,19:00,Friday,No,Cloudy,28,No,120,96,24,0.8,Available
59012,P003,Railway Station,2025-09-26,20:00,Friday,No,Foggy,32,No,100,83,17,0.83,Full
59013,P006,Hospital,2025-09-26,21:00,Friday,No,Cloudy,30,No,200,90,110,0.45,Available
59014,P002,City Center,2025-09-26,22:00,Friday,No,Sunny,28,No,350,175,175,0.5,Available
59015,P003,Railway Station,2025-09-26,23:00,Friday,No,Sunny,26,No,120,47,73,0.39,Available
59016,P001,Central Mall,2025-09-27,00:00,Saturday,Yes,Cloudy,21,No,180,55,125,0.31,Available
59017,P003,Railway Station,2025-09-27,01:00,Saturday,Yes,Foggy,38,No,350,117,233,0.33,Available
59018,P001,Central Mall,2025-09-27,02:00,Saturday,Yes,Sunny,18,No,200,81,119,0.41,Available
59019,P005,Tech Park,2025-09-27,03:00,Saturday,Yes,Foggy,40,No,120,35,85,0.29,Available
59020,P001,Central Mall,2025-09-27,04:00,Saturday,Yes,Rainy,30,No,100,34,66,0.34,Available
59021,P003,Railway Station,2025-09-27,05:00,Saturday,Yes,Rainy,23,No,180,55,125,0.31,Available
59022,P008,Bus Station,2025-09-27,06:00,Saturday,Yes,Rainy,28,No,100,47,53,0.47,Available
59023,P004,Airport,2025-09-27,07:00,Saturday,Yes,Sunny,38,No,300,98,202,0.33,Available
59024,P006,Hospital,2025-09-27,08:00,Saturday,Yes,Foggy,18,No,400,265,135,0.66,Available
59025,P007,University,2025-09-27,09:00,Saturday,Yes,Foggy,39,No,400,266,134,0.67,Available
59026,P005,Tech Park,2025-09-27,10:00,Saturday,Yes,Rainy,32,No,200,146,54,0.73,Available
59027,P004,Airport,2025-09-27,11:00,Saturday,Yes,Rainy,31,No,200,56,144,0.28,Available
59028,P001,Central Mall,2025-09-27,12:00,Saturday,Yes,Rainy,29,No,100,24,76,0.24,Available
59029,P001,Central Mall,2025-09-27,13:00,Saturday,Yes,Cloudy,37,No,100,46,54,0.46,Available
59030,P008,Bus Station,2025-09-27,14:00,Saturday,Yes,Rainy,25,No,300,99,201,0.33,Available
59031,P006,Hospital,2025-09-27,15:00,Saturday,Yes,Sunny,21,No,350,126,224,0.36,Available
59032,P002,City Center,2025-09-27,16:00,Saturday,Yes,Cloudy,38,No,200,89,111,0.45,Available
59033,P002,City Center,2025-09-27,17:00,Saturday,Yes,Cloudy,35,No,200,121,79,0.6,Available
59034,P004,Airport,2025-09-27,18:00,Saturday,Yes,Rainy,32,No,250,172,78,0.69,Available
59035,P004,Airport,2025-09-27,19:00,Saturday,Yes,Rainy,34,No,350,235,115,0.67,Available
59036,P003,Railway Station,2025-09-27,20:00,Saturday,Yes,Cloudy,20,No,400,291,109,0.73,Available
59037,P002,City Center,2025-09-27,21:00,Saturday,Yes,Sunny,32,No,200,75,125,0.38,Available
59038,P006,Hospital,2025-09-27,22:00,Saturday,Yes,Cloudy,20,No,200,82,118,0.41,Available
59039,P004,Airport,2025-09-27,23:00,Saturday,Yes,Foggy,24,No,350,133,217,0.38,Available
59040,P003,Railway Station,2025-09-28,00:00,Sunday,Yes,Sunny,22,No,350,102,248,0.29,Available
59041,P006,Hospital,2025-09-28,01:00,Sunday,Yes,Rainy,29,No,400,128,272,0.32,Available
59042,P007,University,2025-09-28,02:00,Sunday,Yes,Cloudy,22,Yes,300,120,180,0.4,Available
59043,P006,Hospital,2025-09-28,03:00,Sunday,Yes,Foggy,32,No,120,46,74,0.38,Available
59044,P006,Hospital,2025-09-28,04:00,Sunday,Yes,Sunny,19,No,350,138,212,0.39,Available
59045,P005,Tech Park,2025-09-28,05:00,Sunday,Yes,Rainy,32,No,180,58,122,0.32,Available
59046,P008,Bus Station,2025-09-28,06:00,Sunday,Yes,Cloudy,33,No,120,46,74,0.38,Available
59047,P001,Central Mall,2025-09-28,07:00,Sunday,Yes,Sunny,18,No,200,60,140,0.3,Available
59048,P002,City Center,2025-09-28,08:00,Sunday,Yes,Foggy,37,No,350,230,120,0.66,Available
59049,P006,Hospital,2025-09-28,09:00,Sunday,Yes,Foggy,19,No,250,178,72,0.71,Available
59050,P002,City Center,2025-09-28,10:00,Sunday,Yes,Cloudy,22,No,120,73,47,0.61,Available
59051,P004,Airport,2025-09-28,11:00,Sunday,Yes,Cloudy,32,No,400,139,261,0.35,Available
59052,P001,Central Mall,2025-09-28,12:00,Sunday,Yes,Foggy,20,No,180,80,100,0.44,Available
59053,P002,City Center,2025-09-28,13:00,Sunday,Yes,Foggy,24,No,120,60,60,0.5,Available
59054,P008,Bus Station,2025-09-28,14:00,Sunday,Yes,Rainy,31,No,150,56,94,0.37,Available
59055,P005,Tech Park,2025-09-28,15:00,Sunday,Yes,Sunny,39,No,200,74,126,0.37,Available
59056,P004,Airport,2025-09-28,16:00,Sunday,Yes,Sunny,26,No,250,85,165,0.34,Available
59057,P001,Central Mall,2025-09-28,17:00,Sunday,Yes,Rainy,35,No,200,142,58,0.71,Available
59058,P007,University,2025-09-28,18:00,Sunday,Yes,Sunny,22,Yes,180,135,45,0.75,Available
59059,P003,Railway Station,2025-09-28,19:00,Sunday,Yes,Rainy,32,No,100,53,47,0.53,Available
59060,P006,Hospital,2025-09-28,20:00,Sunday,Yes,Rainy,36,No,120,95,25,0.79,Available
59061,P007,University,2025-09-28,21:00,Sunday,Yes,Sunny,39,No,250,72,178,0.29,Available
59062,P007,University,2025-09-28,22:00,Sunday,Yes,Foggy,24,No,400,159,241,0.4,Available
59063,P008,Bus Station,2025-09-28,23:00,Sunday,Yes,Rainy,36,No,120,46,74,0.38,Available
59064,P007,University,2025-09-29,00:00,Monday,No,Rainy,22,No,400,198,202,0.49,Available
59065,P007,University,2025-09-29,01:00,Monday,No,Rainy,33,No,180,75,105,0.42,Available
59066,P008,Bus Station,2025-09-29,02:00,Monday,No,Cloudy,30,No,400,199,201,0.5,Available
59067,P003,Railway Station,2025-09-29,03:00,Monday,No,Foggy,27,Yes,120,35,85,0.29,Available
59068,P005,Tech Park,2025-09-29,04:00,Monday,No,Foggy,26,No,120,71,49,0.59,Available
59069,P004,Airport,2025-09-29,05:00,Monday,No,Rainy,39,No,120,66,54,0.55,Available
59070,P005,Tech Park,2025-09-29,06:00,Monday,No,Cloudy,23,No,250,118,132,0.47,Available
59071,P004,Airport,2025-09-29,07:00,Monday,No,Sunny,37,No,200,78,122,0.39,Available
59072,P001,Central Mall,2025-09-29,08:00,Monday,No,Sunny,18,No,250,211,39,0.84,Available
59073,P006,Hospital,2025-09-29,09:00,Monday,No,Cloudy,22,No,300,232,68,0.77,Available
59074,P007,University,2025-09-29,10:00,Monday,No,Sunny,30,No,250,195,55,0.78,Available
59075,P008,Bus Station,2025-09-29,11:00,Monday,No,Cloudy,40,No,250,110,140,0.44,Available
59076,P005,Tech Park,2025-09-29,12:00,Monday,No,Cloudy,38,No,180,81,99,0.45,Available
59077,P005,Tech Park,2025-09-29,13:00,Monday,No,Rainy,39,No,400,187,213,0.47,Available
59078,P008,Bus Station,2025-09-29,14:00,Monday,No,Rainy,36,No,150,69,81,0.46,Available
59079,P008,Bus Station,2025-09-29,15:00,Monday,No,Sunny,24,No,150,59,91,0.39,Available
59080,P006,Hospital,2025-09-29,16:00,Monday,No,Rainy,23,No,100,50,50,0.5,Available
59081,P007,University,2025-09-29,17:00,Monday,No,Rainy,25,No,100,67,33,0.67,Available
59082,P005,Tech Park,2025-09-29,18:00,Monday,No,Rainy,33,No,120,114,6,0.95,Full
59083,P003,Railway Station,2025-09-29,19:00,Monday,No,Cloudy,23,No,120,108,12,0.9,Full
59084,P006,Hospital,2025-09-29,20:00,Monday,No,Sunny,38,No,150,133,17,0.89,Full
59085,P008,Bus Station,2025-09-29,21:00,Monday,No,Cloudy,31,No,200,104,96,0.52,Available
59086,P005,Tech Park,2025-09-29,22:00,Monday,No,Rainy,37,No,180,70,110,0.39,Available
59087,P001,Central Mall,2025-09-29,23:00,Monday,No,Rainy,27,No,150,51,99,0.34,Available
59088,P002,City Center,2025-09-30,00:00,Tuesday,No,Rainy,39,No,100,41,59,0.41,Available
59089,P005,Tech Park,2025-09-30,01:00,Tuesday,No,Cloudy,34,No,400,160,240,0.4,Available
59090,P006,Hospital,2025-09-30,02:00,Tuesday,No,Rainy,31,No,100,30,70,0.3,Available
59091,P006,Hospital,2025-09-30,03:00,Tuesday,No,Foggy,19,No,250,101,149,0.4,Available
59092,P003,Railway Station,2025-09-30,04:00,Tuesday,No,Rainy,35,No,350,169,181,0.48,Available
59093,P005,Tech Park,2025-09-30,05:00,Tuesday,No,Foggy,39,No,400,187,213,0.47,Available
59094,P004,Airport,2025-09-30,06:00,Tuesday,No,Rainy,35,No,100,29,71,0.29,Available
59095,P008,Bus Station,2025-09-30,07:00,Tuesday,No,Foggy,36,No,200,84,116,0.42,Available
59096,P004,Airport,2025-09-30,08:00,Tuesday,No,Cloudy,33,No,150,116,34,0.77,Available
59097,P001,Central Mall,2025-09-30,09:00,Tuesday,No,Sunny,30,No,120,95,25,0.79,Available
59098,P005,Tech Park,2025-09-30,10:00,Tuesday,No,Rainy,40,No,300,260,40,0.87,Available
59099,P002,City Center,2025-09-30,11:00,Tuesday,No,Foggy,34,Yes,150,87,63,0.58,Available
59100,P006,Hospital,2025-09-30,12:00,Tuesday,No,Foggy,24,No,300,144,156,0.48,Available
59101,P005,Tech Park,2025-09-30,13:00,Tuesday,No,Sunny,36,No,200,92,108,0.46,Available
59102,P005,Tech Park,2025-09-30,14:00,Tuesday,No,Foggy,25,No,250,112,138,0.45,Available
59103,P002,City Center,2025-09-30,15:00,Tuesday,No,Foggy,23,No,200,99,101,0.49,Available
59104,P002,City Center,2025-09-30,16:00,Tuesday,No,Sunny,35,No,100,53,47,0.53,Available
59105,P006,Hospital,2025-09-30,17:00,Tuesday,No,Sunny,39,No,200,157,43,0.79,Available
59106,P002,City Center,2025-09-30,18:00,Tuesday,No,Sunny,38,No,200,149,51,0.74,Available
59107,P007,University,2025-09-30,19:00,Tuesday,No,Cloudy,36,No,120,113,7,0.94,Full
59108,P003,Railway Station,2025-09-30,20:00,Tuesday,No,Cloudy,35,No,120,113,7,0.94,Full
59109,P008,Bus Station,2025-09-30,21:00,Tuesday,No,Foggy,29,No,300,124,176,0.41,Available
59110,P008,Bus Station,2025-09-30,22:00,Tuesday,No,Sunny,33,No,200,80,120,0.4,Available
59111,P007,University,2025-09-30,23:00,Tuesday,No,Rainy,25,Yes,100,53,47,0.53,Available
59112,P006,Hospital,2025-10-01,00:00,Wednesday,No,Cloudy,28,No,400,189,211,0.47,Available
59113,P007,University,2025-10-01,01:00,Wednesday,No,Cloudy,32,No,350,140,210,0.4,Available
59114,P007,University,2025-10-01,02:00,Wednesday,No,Rainy,19,No,200,95,105,0.47,Available
59115,P006,Hospital,2025-10-01,03:00,Wednesday,No,Sunny,26,No,180,97,83,0.54,Available
59116,P007,University,2025-10-01,04:00,Wednesday,No,Foggy,40,No,120,51,69,0.42,Available
59117,P002,City Center,2025-10-01,05:00,Wednesday,No,Sunny,35,No,120,47,73,0.39,Available
59118,P003,Railway Station,2025-10-01,06:00,Wednesday,No,Sunny,21,No,100,59,41,0.59,Available
59119,P001,Central Mall,2025-10-01,07:00,Wednesday,No,Rainy,38,No,200,95,105,0.47,Available
59120,P004,Airport,2025-10-01,08:00,Wednesday,No,Foggy,20,No,180,137,43,0.76,Available
59121,P005,Tech Park,2025-10-01,09:00,Wednesday,No,Cloudy,39,No,250,196,54,0.78,Available
59122,P006,Hospital,2025-10-01,10:00,Wednesday,No,Rainy,30,No,200,147,53,0.73,Available
59123,P002,City Center,2025-10-01,11:00,Wednesday,No,Sunny,31,No,300,144,156,0.48,Available
59124,P004,Airport,2025-10-01,12:00,Wednesday,No,Rainy,40,No,400,178,222,0.45,Available
59125,P004,Airport,2025-10-01,13:00,Wednesday,No,Rainy,27,No,300,151,149,0.5,Available
59126,P006,Hospital,2025-10-01,14:00,Wednesday,No,Foggy,37,No,350,150,200,0.43,Available
59127,P005,Tech Park,2025-10-01,15:00,Wednesday,No,Rainy,37,No,100,39,61,0.39,Available
59128,P004,Airport,2025-10-01,16:00,Wednesday,No,Rainy,34,No,300,125,175,0.42,Available
59129,P007,University,2025-10-01,17:00,Wednesday,No,Rainy,19,No,250,199,51,0.8,Available
59130,P003,Railway Station,2025-10-01,18:00,Wednesday,No,Rainy,31,No,350,281,69,0.8,Available
59131,P001,Central Mall,2025-10-01,19:00,Wednesday,No,Sunny,24,No,350,292,58,0.83,Available
59132,P006,Hospital,2025-10-01,20:00,Wednesday,No,Rainy,20,No,100,76,24,0.76,Available
59133,P007,University,2025-10-01,21:00,Wednesday,No,Sunny,32,No,150,77,73,0.51,Available
59134,P001,Central Mall,2025-10-01,22:00,Wednesday,No,Sunny,30,Yes,120,34,86,0.28,Available
59135,P005,Tech Park,2025-10-01,23:00,Wednesday,No,Cloudy,27,No,150,87,63,0.58,Available
59136,P008,Bus Station,2025-10-02,00:00,Thursday,No,Rainy,32,No,180,92,88,0.51,Available
59137,P001,Central Mall,2025-10-02,01:00,Thursday,No,Sunny,36,No,300,116,184,0.39,Available
59138,P008,Bus Station,2025-10-02,02:00,Thursday,No,Foggy,34,No,200,96,104,0.48,Available
59139,P001,Central Mall,2025-10-02,03:00,Thursday,No,Foggy,27,No,100,63,37,0.63,Available
59140,P003,Railway Station,2025-10-02,04:00,Thursday,No,Rainy,24,No,150,78,72,0.52,Available
59141,P005,Tech Park,2025-10-02,05:00,Thursday,No,Cloudy,34,No,400,189,211,0.47,Available
59142,P004,Airport,2025-10-02,06:00,Thursday,No,Cloudy,28,No,350,153,197,0.44,Available
59143,P004,Airport,2025-10-02,07:00,Thursday,No,Rainy,28,No,300,133,167,0.44,Available
59144,P005,Tech Park,2025-10-02,08:00,Thursday,No,Cloudy,20,No,400,308,92,0.77,Available
59145,P003,Railway Station,2025-10-02,09:00,Thursday,No,Foggy,28,No,120,98,22,0.82,Available
59146,P002,City Center,2025-10-02,10:00,Thursday,No,Sunny,28,No,250,208,42,0.83,Available
59147,P007,University,2025-10-02,11:00,Thursday,No,Foggy,36,No,400,163,237,0.41,Available
59148,P002,City Center,2025-10-02,12:00,Thursday,No,Foggy,18,No,400,173,227,0.43,Available
59149,P004,Airport,2025-10-02,13:00,Thursday,No,Cloudy,28,No,150,75,75,0.5,Available
59150,P002,City Center,2025-10-02,14:00,Thursday,No,Rainy,23,No,400,196,204,0.49,Available
59151,P005,Tech Park,2025-10-02,15:00,Thursday,No,Foggy,30,No,150,64,86,0.43,Available
59152,P001,Central Mall,2025-10-02,16:00,Thursday,No,Cloudy,27,No,350,140,210,0.4,Available
59153,P001,Central Mall,2025-10-02,17:00,Thursday,No,Sunny,32,No,100,79,21,0.79,Available
59154,P007,University,2025-10-02,18:00,Thursday,No,Foggy,20,No,180,128,52,0.71,Available
59155,P004,Airport,2025-10-02,19:00,Thursday,No,Cloudy,18,No,150,135,15,0.9,Full
59156,P002,City Center,2025-10-02,20:00,Thursday,No,Sunny,39,Yes,400,317,83,0.79,Available
59157,P003,Railway Station,2025-10-02,21:00,Thursday,No,Rainy,38,No,250,119,131,0.48,Available
59158,P001,Central Mall,2025-10-02,22:00,Thursday,No,Rainy,26,Yes,250,132,118,0.53,Available
59159,P008,Bus Station,2025-10-02,23:00,Thursday,No,Sunny,19,No,300,151,149,0.5,Available
